OBJECTID,NAME,TERM_ID,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,EXSTARS_I,OWNER,OPERATOR,POSREL,COMMODITY,CAPACITY,TRUCK_IN,TRUCK_OUT,MARINE_IN,MARINE_OUT,RAIL_IN,RAIL_OUT,PIPE_IN,PIPE_OUT,ASPHALT,CHEMICALS,PROPANE,BUTANE,REFINED,ETHANOL,BIODIESEL,CRUDE_OIL,JETFUEL,GASOLINE,DISTILLATE,AVGAS,RENEWABLE_DIESEL
1943,VOPAK TERMINAL - DEER PARK INCORPORATED,ANLTK48052,2759 INDEPENDENCE PARKWAY SOUTH,DEER PARK,TX,77571,NOT AVAILABLE,(281) 604-6000,MARINE TERMINAL,IN SERVICE,HARRIS,48201,29.740011,-95.092204,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://www.vopak.com/,T-76-TX-2820,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",1253930,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1944,NUSTAR ENERGY,ANLTK48054,222 WEST INGLE RD,EDINBURG,TX,78541,NOT AVAILABLE,(956) 316-3885,BULK TERMINAL,IN SERVICE,HIDALGO,48215,26.379876,-98.145923,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://nustarenergy.com,T-74-TX-2700,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",275000,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO
1945,"EQUILON PIPELINE COMPANY, LLC",ANLTK48055,6910 MARKET STREET,EL PASO,TX,79925,NOT AVAILABLE,(915) 778-3376,BULK TERMINAL,IN SERVICE,EL PASO,48141,31.769405,-106.388609,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.shellus.com,T-74-TX-2710,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,260000,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1946,HOLLY ENERGY PARTNERS - OPERATING LP,ANLTK48056,1000 EASTSIDE ROAD & 897 HAWKINS BOULEVARD,EL PASO,TX,79915,NOT AVAILABLE,(915) 772-3161,BULK TERMINAL,IN SERVICE,EL PASO,48141,31.770395,-106.388023,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.hollyenergy.com/,T-74-TX-2726,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",510780,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1947,SHELL OIL PRODUCTS US,ANLTK48057,6767 GATEWAY WEST,EL PASO,TX,79925,NOT AVAILABLE,(915) 778-3376,BULK TERMINAL,IN SERVICE,EL PASO,48141,31.779494,-106.390032,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.shell.com,T-74-TX-2710,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,260000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1948,VALERO LP,ANLTK48058,4200 JC VERA MONTES (4200 JC VIRAMONTES),EL PASO,TX,79938,NOT AVAILABLE,(915) 857-7484,BULK TERMINAL,IN SERVICE,EL PASO,48141,31.823394,-106.257919,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://nustarenergy.com,T-74-TX-2750,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,499952,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1949,WESTERN REFINING COMPANY / CHEVRON,ANLTK48059,6501 TROWBRIDGE DRIVE,EL PASO,TX,79905,NOT AVAILABLE,(915) 775-3210,REFINERY TERMINAL,IN SERVICE,EL PASO,48141,31.763841,-106.39565,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.wnr.com,T-74-TX-2724,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT, CHEMICALS",2687000,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO
1950,"MAGELLAN PIPELINE COMPANY, L.P.",ANLTK48060,13551 E. MONTANA AVE.,EL PASO,TX,79938,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,EL PASO,48141,31.816102,-106.207855,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.magellanlp.com,T-74-TX-2751,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,470207,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1951,WESTERN REFINING COMPANY,ANLTK48061,6550 GATEWAY EAST,EL PASO,TX,79905,NOT AVAILABLE,NOT AVAILABLE,ASPHALT TERMINAL,IN SERVICE,EL PASO,48141,31.779914,-106.398377,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,370000,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1952,EXPLORER PIPELINE CO,ANLTK48062,3301 S HIGHWAY 157,EULESS,TX,76040,NOT AVAILABLE,(817) 355-4039,BREAKOUT TANKS,IN SERVICE,TARRANT,48439,32.810898,-97.10298,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.expl.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,609279,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1953,FLINT HILLS RESOURCES L.P. - EULESS,ANLTK48063,12550 TRINITY BOULEVARD,EULESS,TX,76040,NOT AVAILABLE,(817) 685-3495,BULK TERMINAL,IN SERVICE,TARRANT,48439,32.815254,-97.09424,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.fhr.com,T-75-TX-2664,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",855619,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO
1954,INSIGHT EQUITY ACQUISITION (DBA DIRECT FUELS),ANLTK48064,12625 CALLOWAY CEMETARY ROAD,EULESS,TX,76040,NOT AVAILABLE,(817) 267-9118,BULK TERMINAL,IN SERVICE,TARRANT,48439,32.812039,-97.091888,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.dfuels.com,T-75-TX-2690,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,247895,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1955,INSIGHT EQUITY ACQUISITION (DBA DIRECT FUELS) - WEST (ETHANOL) TERMINAL,ANLTK48065,12401 CALLOWAY CEMETERY ROAD,EULESS,TX,76040,NOT AVAILABLE,(817) 267-9118,BULK TERMINAL,IN SERVICE,TARRANT,48439,32.81242,-97.09662,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.dfuels.com,T-75-TX-2655,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,127410,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1956,CHEVRON PRODUCTS COMPANY,ANLTK48066,2525 BRENNAN AVENUE / 2451 COLD SPRINGS RD,FORT WORTH,TX,76106,NOT AVAILABLE,(817) 626-9785,BULK TERMINAL,IN SERVICE,TARRANT,48439,32.789255,-97.326979,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.chevron.com,T-75-TX-2666,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",417000,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
1957,MOTIVA ENTERPRISES LLC AND MAGELLAN MIDSTREAM,ANLTK48068,3200 NORTH SYLVANIA,FORT WORTH,TX,76111,NOT AVAILABLE,(817) 531-1262,BULK TERMINAL,IN SERVICE,TARRANT,48439,32.80087,-97.306596,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.magellanlp.com/,T-75-TX-2669,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",269631,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
1958,U.S. OIL FORT WORTH TERMINAL,ANLTK48069,301 TERMINAL ROAD,FORT WORTH,TX,76106,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,TARRANT,48439,32.82063,-97.349289,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.usoil.com,T-75-TX-2667,US VENTURE INC,US OIL,WITHIN 40 FEET,"REFINED, BIOFUEL",79238,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO
1959,CONOCOPHILLIPS,ANLTK48070,FM 1495 (QUINTANA ROAD),FREEPORT,TX,77541,NOT AVAILABLE,(979) 491-2481,MARINE TERMINAL,IN SERVICE,BRAZORIA,48039,28.933586,-95.335824,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.conocophillips.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,1872000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
1960,EXXONMOBIL - QUINTANA STATION,ANLTK48071,924 HOLLY ST,FREEPORT,TX,77541,NOT AVAILABLE,NOT AVAILABLE,MARINE TERMINAL - CRUDE,IN SERVICE,BRAZORIA,48039,28.935443,-95.311451,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.exxonmobil.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,350000,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1961,CHEVRON PRODUCTS COMPANY,ANLTK48072,12523 AMERICAN PETROLEUM ROAD,GALENA PARK,TX,77015,NOT AVAILABLE,(713) 453-3581,MARINE TERMINAL,IN SERVICE,HARRIS,48201,29.744233,-95.208918,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.chevron.com,T-76-TX-2789,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",521556,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
1962,KINDER MORGAN LIQUIDS TERMINALS,ANLTK48073,906 CLINTON DRIVE,GALENA PARK,TX,77547,NOT AVAILABLE,(713) 455-1231,MARINE TERMINAL,IN SERVICE,HARRIS,48201,29.730227,-95.226953,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://www.kindermorgan.com/,T-76-TX-2788,Kinder Morgan,Kinder Morgan,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",10000000,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
1963,"MAGELLAN MIDSTREAM PARTNERS, L.P.",ANLTK48074,12901 AMERICAN PETROLEUM ROAD,GALENA PARK,TX,77015,NOT AVAILABLE,(713) 330-2700,MARINE TERMINAL,IN SERVICE,HARRIS,48201,29.747729,-95.202696,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.magellanlp.com/,T-76-TX-2792,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED",14500000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO
1964,ENTERPRISE PRODUCTS CRUDE OIL PIPELINE - SEAWAY GALENA PARK STATION,ANLTK48075,901 CLINTON DR,GALENA PARK,TX,77547,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS,IN SERVICE,HARRIS,48201,29.737282,-95.22681,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.enterpriseproducts.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,900000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1965,GALVESTON TERMINALS - PELICAN ISLAND,ANLTK48077,"3801 GTI BOULEVARD, 3 PELICAN ISLAND",GALVESTON,TX,77554,NOT AVAILABLE,(409) 744-6351,MARINE TERMINAL,IN SERVICE,GALVESTON,48167,29.315537,-94.810331,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.portofgalveston.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",766997,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1966,"NUSTAR LOGISTICS, L. P. - SOUTHLAKE",ANLTK48079,1700 HIGHWAY 26,GRAPEVINE,TX,76092,NOT AVAILABLE,(817) 488-8413,BULK TERMINAL,IN SERVICE,TARRANT,48439,32.918004,-97.123461,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://nustarenergy.com,T-75-TX-2680,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",445792,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO
1967,NUSTAR ENERGY - HARLINGEN,ANLTK48080,26306 STATE HIGHWAY FM 106,HARLINGEN,TX,78550,NOT AVAILABLE,(956) 428-4923,MARINE TERMINAL,IN SERVICE,CAMERON,48061,26.20532,-97.599611,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://nustarenergy.com,T-74-TX-2729,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",281000,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO
1968,"CO-OWNER - MAGELLAN MIDSTREAM PARTNERS, L.P. / MOTIVA ENTERPRISES LLC",ANLTK48081,1721 S MARKET ST [HIGHWAY 6 SOUTH],HEARNE,TX,77859,NOT AVAILABLE,(979) 279-2414,BULK TERMINAL,IN SERVICE,ROBERTSON,48395,30.862578,-96.580434,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-74-TX-2702,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,654000,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1969,SUNOCO LOGISTICS PARTNERS - EAST TERMINAL,ANLTK48082,HIGHWAY 6 SOUTH,HEARNE,TX,77859,NOT AVAILABLE,(979) 279-2462,BULK TERMINAL,IN SERVICE,ROBERTSON,48395,30.864184,-96.579902,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.exxonmobilpipeline.com,T-74-TX-2658,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",146900,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
1970,SUNOCO LOGISTICS PARTNERS - WEST TERMINAL,ANLTK48083,11418 ABBOTT RD,HEARNE,TX,77859,NOT AVAILABLE,(979) 279-2462,BULK TERMINAL,IN SERVICE,ROBERTSON,48395,30.858432,-96.579682,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.sunocologistics.com/,T-74-TX-2658,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",165810,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
1971,PLAINS MARKETING LP,ANLTK48084,9.9 MI W ON FM 13; 0.8 MILES SOUTH OF CR 476,HENDERSON,TX,75654,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS,IN SERVICE,RUSK,48401,32.114471,-94.96416,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.plainsallamerican.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,328000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1972,SEM PIPE,ANLTK48085,10600 TX-64 H,HENDERSON,TX,75684,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS,IN SERVICE,RUSK,48401,32.195497,-94.959934,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,174444,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1973,PLAINS PIPELINE LP,ANLTK48086,2932 COUNTY ROAD 4156,HERMLEIGH,TX,79526,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS,IN SERVICE,SCURRY,48415,32.534681,-100.8368,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.plainsallamerican.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,1602929,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1974,WEST TEXAS GULF PIPELINE COMPANY - COLORADO CITY STATION,ANLTK48087,3250 COUNTY ROAD 4156,HERMLEIGH,TX,79526,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS,IN SERVICE,SCURRY,48415,32.530656,-100.830139,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,2356705,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO
1975,ALLIED AVIATION FUELING OF HOUSTON LP,ANLTK48088,2050 FUEL STORAGE ROAD,HOUSTON,TX,77032,NOT AVAILABLE,NOT AVAILABLE,AIRPORT TERMINAL,IN SERVICE,HARRIS,48201,29.983927,-95.364143,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.alliedaviation.com/,T-76-TX-2818,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,225000,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1976,EXPLORER PIPELINE - FAUNA,ANLTK48089,6404 UVALDE ST,HOUSTON,TX,77049,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS,IN SERVICE,HARRIS,48201,29.816263,-95.18186,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.expl.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,720000,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1977,EXXONMOBIL REFINING AND SUPPLY COMPANY - NORTH HOUSTON,ANLTK48090,8700 NORTH FREEWAY,HOUSTON,TX,77037,NOT AVAILABLE,(713) 820-5039,BULK TERMINAL,IN SERVICE,HARRIS,48201,29.886519,-95.410511,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.exxonmobil.com,T-76-TX-2808,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",93452,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
1978,EXXONMOBIL REFINING AND SUPPLY COMPANY - SOUTH HOUSTON,ANLTK48091,"10617 EAST ALAMEDA, 10501 EAST ALMEDA",HOUSTON,TX,77051,NOT AVAILABLE,(713) 793-8443,BULK TERMINAL,IN SERVICE,HARRIS,48201,29.668241,-95.39623,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.exxonmobil.com,T-76-TX-2812,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",205448,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
1979,HOUSTON FUEL OIL TERMINAL COMPANY,ANLTK48092,16642 JACINTOPORT BOULEVARD,HOUSTON,TX,77015,NOT AVAILABLE,(281) 452-3390,MARINE TERMINAL,IN SERVICE,HARRIS,48201,29.75255,-95.10417,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,10329000,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1980,LYONDELL-HOUSTON REFINING,ANLTK48094,12000 LAWNDALE,HOUSTON,TX,77017,NOT AVAILABLE,(713) 321-4111,REFINERY TERMINAL,IN SERVICE,HARRIS,48201,29.711409,-95.235794,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-76-TX-2800,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED",6412000,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO
1981,"MAGELLAN MIDSTREAM PARTNERS, L.P.",ANLTK48095,525 ALDINE BENDER,HOUSTON,TX,77060,NOT AVAILABLE,(713) 993-0695,BREAKOUT TANKS,IN SERVICE,HARRIS,48201,29.935815,-95.386478,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.magellanlp.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,210000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1982,"MAGELLAN MIDSTREAM PARTNERS, L.P.",ANLTK48096,7901 WALLISVILLE ROAD,HOUSTON,TX,77029,NOT AVAILABLE,(713) 993-0695,BULK TERMINAL,IN SERVICE,HARRIS,48201,29.793993,-95.281552,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.magellanlp.com/,T-76-TX-2831,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,1687400,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1983,MOTIVA ENTERPRISES LLC,ANLTK48097,2661 STEVENS STREET,HOUSTON,TX,77026,NOT AVAILABLE,(713) 228-7471,BULK TERMINAL,IN SERVICE,HARRIS,48201,29.78902,-95.344869,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-76-TX-2803,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,207000,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
1984,OILTANKING HOUSTON L.P.,ANLTK48098,15631 JACINTOPORT BOULEVARD,HOUSTON,TX,77015,NOT AVAILABLE,(281) 457-7900,MARINE TERMINAL,IN SERVICE,HARRIS,48201,29.74552,-95.129458,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.oiltanking.com,T-76-TX-2802,ENTERPRISE PRODTS OPERATING LLC,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,7575400,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1985,"PETROLEUM WHOLESALE, INCORPORATED",ANLTK48099,1801 COLLINGSWORTH,HOUSTON,TX,77009,NOT AVAILABLE,NOT AVAILABLE,BULK TERMINAL,IN SERVICE,HARRIS,48201,29.796271,-95.349772,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,100000,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1986,"ENTERPRISE REFINED PRODUCTS COMPANY, LLC - NORTH HOUSTON TERMINAL",ANLTK48100,17724 EAST HARDY ROAD,HOUSTON,TX,77073,NOT AVAILABLE,(281) 784-1744,BULK TERMINAL,IN SERVICE,HARRIS,48201,29.977804,-95.389362,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-76-TX-2817,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,359238,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1987,U.S. OIL NORTH HOUSTON TERMINAL,ANLTK48101,12325 NORTH FREEWAY,HOUSTON,TX,77060,NOT AVAILABLE,(281) 875-9222,BULK TERMINAL,IN SERVICE,HARRIS,48201,29.947515,-95.417373,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.usoil.com/,T-76-TX-2794,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",80285,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO
1988,SERVISAIR AND SHELL FUEL SERVICES LLC,ANLTK48102,7690 AIRPORT BOULEVARD,HOUSTON,TX,77061,NOT AVAILABLE,(713) 645-8444,AIRPORT TERMINAL,IN SERVICE,HARRIS,48201,29.654883,-95.282768,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-76-TX-2829,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,55000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1989,"SOUTH COAST TERMINALS, LP",ANLTK48103,9317 EAST AVENUE,HOUSTON,TX,77012,NOT AVAILABLE,(713) 926-7451,MARINE TERMINAL,IN SERVICE,HARRIS,48201,29.724588,-95.260218,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,710606,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
